seed,mode,latch_physics,rgbd_valid,episode_steps,episode_return,full_success,reach_success,grasp_success,lift_success,entered_place,place_success,supervisor_grasp_confirmed,supervisor_task_complete,supervisor_failed,supervisor_failure_reason,sim_latch_ever,empty_grasp_confirmation,object_dropped,hold_lost_or_unlatched,max_tracker_truth_error_m_evaluator_only,source_consistency_failures,supervisor_events,privileged_events,sim_latch_first_step,privileged_release_first_step,initial_object_xyz,initial_goal_xyz,final_goal_xy_m,supervisor_stage,supervisor_grasp_phase,supervisor_last_diagnostics,final_gripper_state
55,deployable_fsm,True,True,468,57591.49044270496,True,True,True,True,True,True,True,True,False,,True,False,False,False,0.012042665308856622,0,"{'reach_to_grasp': 292, 'grasp_confirmed': 330, 'grasp_to_lift': 330, 'lift_to_place': 364, 'release_commanded': 436, 'release_complete': 468}","{'reach_to_grasp': 293, 'grasp_to_lift': 331, 'lift_to_place': 365}",331,437,"[0.5996756550364852, 0.14825824468653653, 0.315]","[0.5912604140331823, 0.0813161563538537, 0.315]",0.015835194673636536,5,3,"{'pregrasp_ready': False, 'grasp_xy_error': 0.003908476609536231, 'grasp_z_error': 0.009889989311293701, 'stable_geometry': True, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': True, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.006651959937741812, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9946477172219852, 'velocity': 0.019872939396206858, 'motion_status': 'stopped', 'actuator_effort': -0.07285200568508672, 'fault': False, 'grasp_hold_confidence': 0.7285200568508672, 'timestamp': 12.720000000000917, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
56,deployable_fsm,True,True,900,-369.9547604718962,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.021748030501520892,0,{'reach_to_grasp': 349},{'reach_to_grasp': 350},,,"[0.567837814989062, -0.19323887420854274, 0.315]","[0.5882494954408686, -0.06640676256355513, 0.315]",0.11105542033891705,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.010767981899271549, 'grasp_z_error': 0.028742814458291188, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.12816798451512476, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780794553208, 'velocity': 1.4575183161732972e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029592735754227137, 'fault': False, 'grasp_hold_confidence': 0.0029592735754227135, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
57,deployable_fsm,True,True,900,-114.78994432207692,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02126674222568593,0,{'reach_to_grasp': 310},{'reach_to_grasp': 311},,,"[0.5552500109466625, -0.012675212712972617, 0.315]","[0.6183006762396076, -0.1115872803373378, 0.315]",0.1324232882140036,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.008407663648859826, 'grasp_z_error': 0.030646631410868486, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.11721181191766987, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780781263491, 'velocity': -2.956997262747969e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029594528541694945, 'fault': False, 'grasp_hold_confidence': 0.0029594528541694943, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
58,deployable_fsm,True,True,900,-70.98379202360013,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.05221387513815318,0,{'reach_to_grasp': 240},{'reach_to_grasp': 241},,,"[0.44270354016987346, 0.15193344369230838, 0.315]","[0.4247659795003144, 0.08484265713558543, 0.315]",0.10194480399565382,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.0034517587836841025, 'grasp_z_error': 0.03380168278485335, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.06965718380152852, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780825624405, 'velocity': 3.137092146356279e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029588540799508885, 'fault': False, 'grasp_hold_confidence': 0.0029588540799508883, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
59,deployable_fsm,True,True,900,2.5577112317955275,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02983184218421826,0,{'reach_to_grasp': 271},{'reach_to_grasp': 272},,,"[0.5263241475999093, 0.1304264672795341, 0.315]","[0.5689306216345836, 0.08910136549094647, 0.315]",0.07855990695762839,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.004140222637014923, 'grasp_z_error': 0.03134086391339774, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.060434988067542224, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780784678057, 'velocity': -3.5247033754344154e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002959406740477727, 'fault': False, 'grasp_hold_confidence': 0.002959406740477727, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
60,deployable_fsm,True,True,900,-259.1026132092162,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.025478550461081124,0,{'reach_to_grasp': 330},{'reach_to_grasp': 331},,,"[0.4472851438103829, -0.1891414432419982, 0.315]","[0.39300448878691907, -0.18589466128053742, 0.315]",0.06572696974839506,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.009919429818943983, 'grasp_z_error': 0.032988383857707915, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.054861050679574176, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780866163883, 'velocity': 7.465216168113075e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002958307011530282, 'fault': False, 'grasp_hold_confidence': 0.002958307011530282, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
61,deployable_fsm,True,True,900,-86.87082241890793,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.041804282126394754,0,{'reach_to_grasp': 254},{'reach_to_grasp': 255},,,"[0.46231228486329234, 0.1087742472769066, 0.315]","[0.48863226877012184, 0.2090696853264885, 0.315]",0.0718816789410164,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.005560001410825567, 'grasp_z_error': 0.03451771799346898, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10296221794995149, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780819456681, 'velocity': -5.08739493705606e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002958937182188204, 'fault': False, 'grasp_hold_confidence': 0.002958937182188204, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
62,deployable_fsm,True,True,900,-11.825370680664573,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.027069504617802196,0,{'reach_to_grasp': 280},{'reach_to_grasp': 281},,,"[0.5327960500573494, 0.09910932160607167, 0.315]","[0.5592923991308985, -0.010180423376310782, 0.315]",0.13308939317130294,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.00525507371516421, 'grasp_z_error': 0.031281296939735026, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.11242503465644457, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780783376745, 'velocity': 7.696801996606371e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029594244370414037, 'fault': False, 'grasp_hold_confidence': 0.0029594244370414035, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
63,deployable_fsm,True,True,900,34.363633804459276,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.035543798553870284,0,{'reach_to_grasp': 257},{'reach_to_grasp': 258},,,"[0.5180238115686703, 0.19690354754384953, 0.315]","[0.5837225268289563, 0.19908706250271319, 0.315]",0.07628037391311104,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.0026284598255340115, 'grasp_z_error': 0.03098722713747809, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.06675276475423814, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780784567872, 'velocity': 3.100094042357149e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002959408426734284, 'fault': False, 'grasp_hold_confidence': 0.002959408426734284, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
64,deployable_fsm,True,True,900,-143.3987985270358,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.018135437262483473,0,{'reach_to_grasp': 330},{'reach_to_grasp': 331},,,"[0.6330480358221211, 0.009335851656297078, 0.315]","[0.6561215561542546, -0.0408730608356193, 0.315]",0.06789511660577693,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007644812719947032, 'grasp_z_error': 0.027419717710337965, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.055040436994702124, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780740428162, 'velocity': -3.1175238699434477e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002960004126276756, 'fault': False, 'grasp_hold_confidence': 0.002960004126276756, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
65,deployable_fsm,True,True,451,57760.49816161436,True,True,True,True,True,True,True,True,False,,True,False,False,False,0.007840291417122147,0,"{'reach_to_grasp': 242, 'grasp_confirmed': 278, 'grasp_to_lift': 278, 'lift_to_place': 302, 'release_commanded': 419, 'release_complete': 451}","{'reach_to_grasp': 243, 'grasp_to_lift': 279, 'lift_to_place': 303}",279,420,"[0.3642174456390413, 0.007288871015834697, 0.315]","[0.35353364259500863, -0.07198310443385705, 0.315]",0.014003961767583456,5,3,"{'pregrasp_ready': False, 'grasp_xy_error': 0.003953336617389726, 'grasp_z_error': 0.0028594393684981956, 'stable_geometry': True, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': True, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.00801043877009786, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9946476508877563, 'velocity': 0.01987290449609941, 'motion_status': 'stopped', 'actuator_effort': -0.07285290015017314, 'fault': False, 'grasp_hold_confidence': 0.7285290015017313, 'timestamp': 12.380000000000804, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
66,deployable_fsm,True,True,900,-50.45145821169529,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.017930510004914094,0,{'reach_to_grasp': 314},{'reach_to_grasp': 315},,,"[0.6271201633807795, 0.07712725244973073, 0.315]","[0.6667859883642862, 0.11642286569532362, 0.315]",0.0467881628447835,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.006054312466621192, 'grasp_z_error': 0.027590143288561575, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.05585243965643721, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780739230844, 'velocity': -2.418562305637044e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002960020311052531, 'fault': False, 'grasp_hold_confidence': 0.002960020311052531, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
67,deployable_fsm,True,True,900,-241.86509988676076,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.024154730651912325,0,{'reach_to_grasp': 316},{'reach_to_grasp': 317},,,"[0.4742994499706757, -0.14922467911996973, 0.315]","[0.5009511782492689, -0.2363586083054664, 0.315]",0.1090792244637368,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.010231930816828867, 'grasp_z_error': 0.03260726820263815, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.09089899314870965, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780843222068, 'velocity': 6.205713541697012e-11, 'motion_status': 'stopped', 'actuator_effort': -0.0002958616520700236, 'fault': False, 'grasp_hold_confidence': 0.002958616520700236, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
68,deployable_fsm,True,True,900,42.85586767843369,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.03458791578569073,0,{'reach_to_grasp': 259},{'reach_to_grasp': 260},,,"[0.4953100174539699, 0.1393305098212343, 0.315]","[0.568190643106481, 0.21335644437045442, 0.315]",0.09756085893758412,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.0038031809629638673, 'grasp_z_error': 0.03232540538655515, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10425516772445352, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780799567766, 'velocity': 5.132097929724558e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029592058505534773, 'fault': False, 'grasp_hold_confidence': 0.002959205850553477, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
69,deployable_fsm,True,True,900,-66.58671533610514,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02394268470591151,0,{'reach_to_grasp': 295},{'reach_to_grasp': 296},,,"[0.5241117125647025, 0.010740814327778236, 0.315]","[0.5355077613060417, 0.12939172599253684, 0.315]",0.0981115879013659,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007767389935189687, 'grasp_z_error': 0.03181580497238207, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.11932168509412136, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780795929819, 'velocity': -2.680050382813893e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029592548670379385, 'fault': False, 'grasp_hold_confidence': 0.0029592548670379385, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
70,deployable_fsm,True,True,900,16.880011461127054,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.03589206100640215,0,{'reach_to_grasp': 259},{'reach_to_grasp': 260},,,"[0.4642204535645429, 0.08952234036480178, 0.315]","[0.3902470314533207, 0.10594810024319197, 0.315]",0.07130306665832499,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.005188259153720757, 'grasp_z_error': 0.03359687827433827, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.07494338264392401, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780821026043, 'velocity': -2.8563256928990654e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029589160627365834, 'fault': False, 'grasp_hold_confidence': 0.002958916062736583, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
71,deployable_fsm,True,True,900,-36.64787335574748,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.03209801719037205,0,{'reach_to_grasp': 262},{'reach_to_grasp': 263},,,"[0.4260241032311908, 0.011015534258570325, 0.315]","[0.49947443348547543, 0.09407686658699223, 0.315]",0.09468866462590023,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007215019545298737, 'grasp_z_error': 0.03477955822527967, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.11056438282475152, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780852565348, 'velocity': -2.691347328246886e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029584902870659, 'fault': False, 'grasp_hold_confidence': 0.0029584902870659, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
72,deployable_fsm,True,True,900,-277.1973598919233,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.020638865818829694,0,{'reach_to_grasp': 360},{'reach_to_grasp': 361},,,"[0.6013510203421399, -0.19732995092863628, 0.315]","[0.5497394733120812, -0.24239292182228528, 0.315]",0.08628600410410765,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.010574996573934872, 'grasp_z_error': 0.027298159695538393, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.06830826601933422, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780777220909, 'velocity': 7.942470596412925e-11, 'motion_status': 'stopped', 'actuator_effort': -0.00029595075415564777, 'fault': False, 'grasp_hold_confidence': 0.0029595075415564777, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
73,deployable_fsm,True,True,900,-121.03978345766227,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.023599916791699857,0,{'reach_to_grasp': 303},{'reach_to_grasp': 304},,,"[0.49779085678645785, -0.07865298485542792, 0.315]","[0.42661608134788537, -0.07199588558143358, 0.315]",0.07706904347599802,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.009509957527700565, 'grasp_z_error': 0.032422395199306064, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.07206939219346899, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780820554519, 'velocity': -2.7076733061317724e-10, 'motion_status': 'stopped', 'actuator_effort': -0.0002958922432768587, 'fault': False, 'grasp_hold_confidence': 0.0029589224327685867, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
74,deployable_fsm,True,True,900,-49.59829486050105,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.019601924892189457,0,{'reach_to_grasp': 325},{'reach_to_grasp': 326},,,"[0.6183134805316721, 0.008288380072767915, 0.315]","[0.6689285438121848, 0.09926910807638317, 0.315]",0.0879993362767961,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007877486532956049, 'grasp_z_error': 0.028123573877059937, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10426420904379222, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780747771079, 'velocity': -2.925705526479578e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029599050026662445, 'fault': False, 'grasp_hold_confidence': 0.0029599050026662445, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
75,deployable_fsm,True,True,900,-137.55622090127548,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.031133069995663086,0,{'reach_to_grasp': 306},{'reach_to_grasp': 307},,,"[0.4139875044578593, -0.13874838126801894, 0.315]","[0.45534642588834584, -0.04426395564219261, 0.315]",0.08082956806483274,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.009292101737697404, 'grasp_z_error': 0.034431832235941706, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10330353616395613, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780880442185, 'velocity': 3.372346852566827e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029581141316713765, 'fault': False, 'grasp_hold_confidence': 0.0029581141316713765, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
76,deployable_fsm,True,True,900,-29.466078511975898,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.02443377891531345,0,{'reach_to_grasp': 282},{'reach_to_grasp': 283},,,"[0.5918994527472486, 0.19420932247037015, 0.315]","[0.6109261132788318, 0.29705614219056964, 0.315]",0.08872635377479902,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.0023929511240077654, 'grasp_z_error': 0.028116855188305145, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.10388257102693572, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780750443574, 'velocity': -6.364511595635767e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029598688208169033, 'fault': False, 'grasp_hold_confidence': 0.002959868820816903, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
77,deployable_fsm,True,True,900,-98.83120223696815,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.021375284457491858,0,{'reach_to_grasp': 313},{'reach_to_grasp': 314},,,"[0.5857796925627479, 0.020468782320126083, 0.315]","[0.6209579343911461, -0.0394835168369097, 0.315]",0.08480718438571534,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.007713972514773542, 'grasp_z_error': 0.029434748767969032, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.06877909654067947, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780762097097, 'velocity': -2.8658103782724896e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029597116032155124, 'fault': False, 'grasp_hold_confidence': 0.002959711603215512, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
78,deployable_fsm,True,True,900,-10.952683242991212,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.05052267663469252,0,{'reach_to_grasp': 248},{'reach_to_grasp': 249},,,"[0.47565892634909657, 0.16605412151580096, 0.315]","[0.4280590680379046, 0.2441388954082846, 0.315]",0.06540123347230382,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.003124197998237294, 'grasp_z_error': 0.032706053433330995, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.09067749991431814, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780807130879, 'velocity': -1.0941239999206731e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029591037003059664, 'fault': False, 'grasp_hold_confidence': 0.0029591037003059662, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
79,deployable_fsm,True,True,900,-222.54979950756294,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.020221995233224162,0,{'reach_to_grasp': 365},{'reach_to_grasp': 366},,,"[0.6258807162130566, -0.17135095727739424, 0.315]","[0.5051448895236317, -0.1989338827335589, 0.315]",0.13781023618935956,1,0,"{'pregrasp_ready': False, 'grasp_xy_error': 0.010188523580687482, 'grasp_z_error': 0.02657237139654961, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.12331615841377104, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780761719538, 'velocity': 4.770633005521815e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029597169293568503, 'fault': False, 'grasp_hold_confidence': 0.00295971692935685, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
80,deployable_fsm,True,True,900,-445.37517345946196,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.021432688301120113,0,{'reach_to_grasp': 349},{'reach_to_grasp': 350},,,"[0.5709473994030362, -0.19263248126943827, 0.315]","[0.6147800051588975, -0.16296159771156646, 0.315]",0.036537474782683675,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.010806443345792796, 'grasp_z_error': 0.028635994079995064, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.05348476554670267, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.9999780792718159, 'velocity': -4.357907933237119e-10, 'motion_status': 'stopped', 'actuator_effort': -0.00029592981741188303, 'fault': False, 'grasp_hold_confidence': 0.00295929817411883, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
81,deployable_fsm,True,True,900,-227.13029479229215,False,True,True,False,False,False,False,False,False,,False,False,False,False,0.025103841832643987,0,{'reach_to_grasp': 305},{'reach_to_grasp': 306},,,"[0.4802339873316896, -0.11534867081418816, 0.315]","[0.5747495686510893, -0.036693088052554834, 0.315]",0.1054559218447288,1,1,"{'pregrasp_ready': True, 'grasp_xy_error': 0.00995421381808563, 'grasp_z_error': 0.03273072468880239, 'stable_geometry': False, 'gripper_stopped': True, 'blocked_before_full_close': True, 'effort_contact': False, 'sensor_hold': False, 'closing_command_active': False, 'object_lift': 0.0, 'goal_xy': 0.12291569477736172, 'stage_changed': False}","{'commanded_opening': 1.0, 'actual_opening': 0.999978083557264, 'velocity': 5.191550265740309e-11, 'motion_status': 'stopped', 'actuator_effort': -0.0002958719784925101, 'fault': False, 'grasp_hold_confidence': 0.002958719784925101, 'timestamp': 21.35999999999904, 'valid': True, 'source': 'mujoco_gripper_sensor_proxy'}"
