mode,seed,step,stage,reward,visual_error_m_evaluator_only,truth_object_x_evaluator_only,estimated_object_x
rgbd,0,147,Reach,-0.8626187860717702,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,148,Reach,-0.8625744317708168,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,149,Reach,-0.8625320970038193,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,150,Reach,-0.8624916969013895,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,151,Reach,-0.8624531514718553,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,152,Reach,-0.8624163856878749,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,153,Reach,-0.8623813296577088,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,154,Reach,-0.8623479186821182,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,155,Reach,-0.862316093352721,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,156,Reach,-0.8622857996605875,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,157,Reach,-0.8622569889722231,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,158,Reach,-0.8622296181253533,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,159,Reach,-0.8622036493901819,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,160,Reach,-0.8621790504757612,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,161,Reach,-0.8621557945360403,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,162,Reach,-0.862133860109656,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,163,Reach,-0.8621132310409607,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,164,Reach,-0.8620938964433776,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,165,Reach,-0.8620758506020898,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,166,Reach,-0.862059092865851,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,167,Reach,-0.8620436275505059,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,168,Reach,-0.8620294637825898,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,169,Reach,-0.8620166154030944,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,170,Reach,-0.8620051007801476,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,171,Reach,-0.8619949426889342,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,172,Reach,-0.8619861680964593,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,173,Reach,-0.8619788080596043,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,174,Reach,-0.8619728975069042,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,175,Reach,-0.8619684749945704,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,176,Reach,-0.8619655826258588,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,177,Reach,-0.8619642657972624,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,178,Reach,-0.8619645729931145,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,179,Reach,-0.8619665556235002,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,180,Reach,-0.8621353575535148,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,181,Reach,-0.8621316713453497,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,182,Reach,-0.8620886874036404,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,183,Reach,-0.8620487095034828,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,184,Reach,-0.8620526753271411,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,185,Reach,-0.862066569361703,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,186,Reach,-0.8620821688431816,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,187,Reach,-0.8620996716491106,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,188,Reach,-0.8621191157346034,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,189,Reach,-0.8621405655772766,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,190,Reach,-0.8621640942686634,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,191,Reach,-0.8621897795820327,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,192,Reach,-0.8622177016800905,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,193,Reach,-0.8622479419578817,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,194,Reach,-0.8622805822600266,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,195,Reach,-0.862315704476603,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,196,Reach,-0.8623533902113578,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,197,Reach,-0.8623937205447489,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,198,Reach,-0.8624367758407572,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,199,Reach,-0.8624826354904193,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,200,Reach,-0.8625313778186173,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,201,Reach,-0.8625830798327885,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,202,Reach,-0.8626378171144171,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,203,Reach,-0.8626956635942422,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,204,Reach,-0.8627566913549076,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,205,Reach,-0.862820970507675,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,206,Reach,-0.8628885689573723,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,207,Reach,-0.8629595521995248,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,208,Reach,-0.8630339831336553,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,209,Reach,-0.8631119218551554,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,210,Reach,-0.8631934254459348,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,211,Reach,-0.8632785476850888,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,212,Reach,-0.8633673388503718,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,213,Reach,-0.8634598454482533,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,214,Reach,-0.8635561099166418,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,215,Reach,-0.8636561703561065,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,216,Reach,-0.8637600600962476,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,217,Reach,-0.8638678075097115,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,218,Reach,-0.8639794355017387,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,219,Reach,-0.8640949611815876,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,220,Reach,-0.8642143953752724,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,221,Reach,-0.8643377688733085,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,222,Reach,-0.8644652067012915,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,223,Reach,-0.864596723544642,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,224,Reach,-0.8647322961018805,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,225,Reach,-0.864871887795585,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,226,Reach,-0.8650154523241153,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,227,Reach,-0.8651629326741264,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,228,Reach,-0.8653142603209023,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,229,Reach,-0.8654693544063735,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,230,Reach,-0.8656281206960139,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,231,Reach,-0.8657904504658385,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,232,Reach,-0.865956219333629,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,233,Reach,-0.8661252858992404,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,234,Reach,-0.8662974903762621,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,235,Reach,-0.8664726529956727,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,236,Reach,-0.8666505723060138,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,237,Reach,-0.8668310233210007,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,238,Reach,-0.8670137555492685,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,239,Reach,-0.8671984908101855,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,240,Reach,-0.8673849072449922,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,241,Reach,-0.8675725629459663,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,242,Reach,-0.8677611594712549,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,243,Reach,-0.8679502968985212,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,244,Reach,-0.8681395167872461,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,245,Reach,-0.8683283158748101,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,246,Reach,-0.8685161417589389,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,247,Reach,-0.8687023887961098,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,248,Reach,-0.8688863935451029,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,249,Reach,-0.869067429940098,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,250,Reach,-0.8692447041262175,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,251,Reach,-0.8694173487966875,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,252,Reach,-0.8695844172659115,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,253,Reach,-0.8697448770146359,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,254,Reach,-0.8698976026946263,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,255,Reach,-0.8700413688686788,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,256,Reach,-0.8701748421332075,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,257,Reach,-0.8702965823888172,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,258,Reach,-0.8704051138620279,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,259,Reach,-0.8704989796631355,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,260,Reach,-0.8705763215130895,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,261,Reach,-0.8706351025308077,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,262,Reach,-0.8706731217660332,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,263,Reach,-0.8706880016731241,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,264,Reach,-0.8706771762893932,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,265,Reach,-0.8706378791819926,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,266,Reach,-0.8705671310648484,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,267,Reach,-0.8704617271130327,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,268,Reach,-0.8703182244643266,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,269,Reach,-0.870132929763852,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,270,Reach,-0.8699018869387172,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,271,Reach,-0.8696175817151008,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,272,Reach,-0.8692599467450044,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,273,Reach,-0.8688258135861273,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,274,Reach,-0.8683115083181405,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,275,Reach,-0.8677111850185709,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,276,Reach,-0.8670175735332311,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,277,Reach,-0.8662222781490385,0.000458498788197514,0.5410885061964363,0.5414887465849186
rgbd,0,278,Reach,-0.8653158730532342,0.000458498788197514,0.5410885061964363,0.5414887465849186
