seed,mode,rgbd_valid,rgbd_failure_reason,full_success,reach_success,grasp_success,lift_success,entered_place,place_success,episode_steps,episode_return,visual_error_m,visual_xy_error_m,capture_distance_m,object_cycle_displacement_m,grasp_visual_xy_error_m,min_grasp_xy_error_m,grasp_horizontal_drift_m,final_goal_xy_error_m,ik_nonconverged_calls,ik_calls,dq_clip_rate,max_joint_velocity_rad_s,max_actuator_force_n,robot_table_contact_steps,object_dropped,object_fling,gripper_opened,release_failed,max_runtime_estimator_error_m_evaluator_only,first_action_delta_vs_truth,object_source_checked_steps,object_source_consistency_failures,object_source_consistent,object_source_consumer_counts,object_estimate_source_counts,goal_source,goal_estimate_id,goal_frozen_at_state,goal_frozen_at_timestamp,goal_capture_frames,goal_valid_frames,goal_visual_error_m_evaluator_only,goal_source_checked_steps,goal_source_consistency_failures,goal_source_consistent,goal_source_consumer_counts,initial_object_xyz,initial_goal_xyz,tcp_tracking_reach_mean_m,tcp_tracking_reach_max_m,tcp_tracking_grasp_mean_m,tcp_tracking_grasp_max_m,tcp_tracking_lift_mean_m,tcp_tracking_lift_max_m,tcp_tracking_place_mean_m,tcp_tracking_place_max_m,failure_class
0,rgbd,True,,True,True,True,True,True,True,456,3232.6009543667715,0.000458498788197514,0.00044325800899614663,0.15307242070040902,2.909242593757133e-05,0.0025224141336436688,0.0038910527209707548,0.0029474907019171447,0.00857155885617855,0,456,0.3647887323943662,0.5450213077369574,32.62455299656631,0,False,False,True,False,0.004147825246467737,,456,0,True,"{'ppo_observation': 456, 'reach_safety': 642, 'grasp_safety': 62, 'place_servo': 73, 'place_descent': 140, 'place_release': 39}","{'rgbd_visual_hold': 1056, 'tcp_fk_propagated': 356}",aruco,seed-000-goal-000001,GOAL_FROZEN,2.6059999999999346,8,8,0.002607556580214235,456,0,True,"{'task_metrics': 456, 'ppo_observation': 456, 'post_step_observation': 455, 'place_servo': 73, 'place_descent': 140, 'place_release': 39}","[0.5410885061964363, -0.09208531449445188, 0.315]","[0.48809764141586737, -0.09760808111499739, 0.315]",0.027318406369187413,0.0282767728548252,0.014255656104773045,0.02648842324510733,0.02800136381079934,0.02829329128028395,0.01185815527759761,0.015659145800291745,success
