control_executed,episode_steps,final_estimated_goal_xy_error_m,final_object_xyz_evaluator_only,final_true_goal_abs_x_error_m,final_true_goal_abs_y_error_m,final_true_goal_xy_error_m,full_success,goal_detected,goal_failure_reason,goal_xy_error_m,initial_object_xyz,object_detected,object_failure_reason,object_xy_error_m,place_success,seed,true_goal_xyz_evaluator_only,object_inside_goal_region_xy
True,483,0.0095193146800182,"[0.560270994717566, -0.0017225546486515104, 0.31659538980451635]",0.0009785955866675,0.0084578687276592,0.0085142934373065,True,True,,0.0019231348063273,"[0.5327960500573494, 0.09910932160607167, 0.315]",True,,0.0008315220564002,True,62,"[0.5592923991308985, -0.010180423376310782, 0.315]",False
True,393,0.0102657279357309,"[0.5761792070898237, 0.20485379041557325, 0.31446280835034773]",0.0075433197391325,0.00576672791286,0.0094950947076765,True,True,,0.0023636296855114,"[0.5180238115686703, 0.19690354754384953, 0.315]",True,,0.0023652552060024,True,63,"[0.5837225268289563, 0.19908706250271319, 0.315]",False
True,463,0.0108502339936012,"[0.6590015790568312, -0.03075638344059163, 0.3146177238872098]",0.0028800229025766,0.0101166773950276,0.0105186355310196,True,True,,0.001638296600851,"[0.6330480358221211, 0.009335851656297078, 0.315]",True,,0.0011161654946575,True,64,"[0.6561215561542546, -0.0408730608356193, 0.315]",False
True,436,0.0113430021350335,"[0.35152750931508225, -0.06181170506104924, 0.32150620763840726]",0.0020061332799263,0.0101713993728078,0.0103673495136405,True,True,,0.0011999838917282,"[0.3642174456390413, 0.007288871015834697, 0.315]",True,,0.0003156508637785,True,65,"[0.35353364259500863, -0.07198310443385705, 0.315]",False
True,432,0.005784053722732,"[0.6626214071420184, 0.11171554216951515, 0.31449526409882317]",0.0041645812222677,0.0047073235258084,0.0062851118950655,True,True,,0.0005151866643804,"[0.6271201633807795, 0.07712725244973073, 0.315]",True,,0.0012275148730389,True,66,"[0.6667859883642862, 0.11642286569532362, 0.315]",False
True,508,0.0138733507381132,"[0.5047224660790113, -0.22496907169121208, 0.31581840239607273]",0.0037712878297423,0.0113895366142543,0.0119976729486264,True,True,,0.0022856307154768,"[0.4742994499706757, -0.14922467911996973, 0.315]",True,,0.0004883109373858,True,67,"[0.5009511782492689, -0.2363586083054664, 0.315]",False
False,0,,,,,,False,False,"ArUco goal capture failed closed before PPO: seed=68; reason=insufficient_valid_frames:0/8;failures={'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226505 -0.22798213  0.26312109]|goal_outside_workspace:[-0.58184759 -0.2273971   0.2639504 ]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226524 -0.22797986  0.26312157]|goal_outside_workspace:[-0.58184778 -0.22739484  0.26395088]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226542 -0.22797762  0.26312205]|goal_outside_workspace:[-0.58184796 -0.22739259  0.26395136]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.5822656  -0.22797539  0.26312252]|goal_outside_workspace:[-0.58184813 -0.22739037  0.26395183]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226578 -0.22797319  0.26312299]|goal_outside_workspace:[-0.58184831 -0.22738817  0.26395229]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226596 -0.22797101  0.26312345]|goal_outside_workspace:[-0.58184849 -0.22738599  0.26395276]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226613 -0.22796886  0.26312391]|goal_outside_workspace:[-0.58184866 -0.22738384  0.26395321]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226631 -0.22796672  0.26312436]|goal_outside_workspace:[-0.58184883 -0.2273817   0.26395367]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226648 -0.22796461  0.26312481]|goal_outside_workspace:[-0.581849   -0.22737959  0.26395411]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226156 -0.22796008  0.26314007]|goal_outside_workspace:[-0.58184402 -0.22737446  0.26397007]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226173 -0.22795801  0.26314051]|goal_outside_workspace:[-0.58184419 -0.22737239  0.26397051]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226192 -0.22795597  0.26314088]|goal_outside_workspace:[-0.58184438 -0.22737036  0.26397088]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.582262   -0.2279539   0.26314157]|goal_outside_workspace:[-0.58184445 -0.22736827  0.26397157]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226216 -0.22795189  0.263142  ]|goal_outside_workspace:[-0.58184462 -0.22736627  0.263972  ]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226232 -0.2279499   0.26314242]|goal_outside_workspace:[-0.58184478 -0.22736428  0.26397242]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226248 -0.22794793  0.26314284]|goal_outside_workspace:[-0.58184493 -0.22736231  0.26397284]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226264 -0.22794598  0.26314325]|goal_outside_workspace:[-0.58184509 -0.22736036  0.26397326]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.5822628  -0.22794405  0.26314366]|goal_outside_workspace:[-0.58184525 -0.22735843  0.26397367]': 1, 'marker_not_detected': 12}; failures={'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226505 -0.22798213  0.26312109]|goal_outside_workspace:[-0.58184759 -0.2273971   0.2639504 ]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226524 -0.22797986  0.26312157]|goal_outside_workspace:[-0.58184778 -0.22739484  0.26395088]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226542 -0.22797762  0.26312205]|goal_outside_workspace:[-0.58184796 -0.22739259  0.26395136]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.5822656  -0.22797539  0.26312252]|goal_outside_workspace:[-0.58184813 -0.22739037  0.26395183]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226578 -0.22797319  0.26312299]|goal_outside_workspace:[-0.58184831 -0.22738817  0.26395229]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226596 -0.22797101  0.26312345]|goal_outside_workspace:[-0.58184849 -0.22738599  0.26395276]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226613 -0.22796886  0.26312391]|goal_outside_workspace:[-0.58184866 -0.22738384  0.26395321]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226631 -0.22796672  0.26312436]|goal_outside_workspace:[-0.58184883 -0.2273817   0.26395367]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226648 -0.22796461  0.26312481]|goal_outside_workspace:[-0.581849   -0.22737959  0.26395411]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226156 -0.22796008  0.26314007]|goal_outside_workspace:[-0.58184402 -0.22737446  0.26397007]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226173 -0.22795801  0.26314051]|goal_outside_workspace:[-0.58184419 -0.22737239  0.26397051]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226192 -0.22795597  0.26314088]|goal_outside_workspace:[-0.58184438 -0.22737036  0.26397088]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.582262   -0.2279539   0.26314157]|goal_outside_workspace:[-0.58184445 -0.22736827  0.26397157]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226216 -0.22795189  0.263142  ]|goal_outside_workspace:[-0.58184462 -0.22736627  0.263972  ]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226232 -0.2279499   0.26314242]|goal_outside_workspace:[-0.58184478 -0.22736428  0.26397242]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226248 -0.22794793  0.26314284]|goal_outside_workspace:[-0.58184493 -0.22736231  0.26397284]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.58226264 -0.22794598  0.26314325]|goal_outside_workspace:[-0.58184509 -0.22736036  0.26397326]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.5822628  -0.22794405  0.26314366]|goal_outside_workspace:[-0.58184525 -0.22735843  0.26397367]': 1, 'marker_not_detected': 12}",,,False,not_attempted_after_goal_fail_closed,,False,68,,False
True,466,0.005932870068676,"[0.5370852447466619, 0.12722517054608118, 0.31783556602978424]",0.0015774834406201,0.0021665554464556,0.0026800030798485,True,True,,0.0051837699753611,"[0.5241117125647025, 0.010740814327778236, 0.315]",True,,0.0004920167442927,True,69,"[0.5355077613060417, 0.12939172599253684, 0.315]",True
True,392,0.0042452780609321,"[0.39354132493311117, 0.10864733057298387, 0.32112440217614463]",0.0032942934797904,0.0026992303297918,0.0042588982030871,True,True,,0.0001493306593018,"[0.4642204535645429, 0.08952234036480178, 0.315]",True,,0.0005473451934969,True,70,"[0.3902470314533207, 0.10594810024319197, 0.315]",True
False,0,,,,,,False,False,ArUco goal capture failed closed before PPO: seed=71; reason=insufficient_valid_frames:0/8;failures={'marker_not_detected': 30}; failures={'marker_not_detected': 30},,,False,not_attempted_after_goal_fail_closed,,False,71,,False
True,538,0.0171964427424726,"[0.5640135536229943, -0.23367458709999656, 0.3146016015769552]",0.0142740803109131,0.0087183347222887,0.0167259896284872,True,True,,0.0021665397787616,"[0.6013510203421399, -0.19732995092863628, 0.315]",True,,0.0013425122749376,True,72,"[0.5497394733120812, -0.24239292182228528, 0.315]",False
True,455,0.0128930998815881,"[0.43387172623062575, -0.06271579319781914, 0.32064823092907524]",0.0072556448827403,0.0092800923836144,0.0117798343499751,True,True,,0.001403499736429,"[0.49779085678645785, -0.07865298485542792, 0.315]",True,,0.0007717688615458,True,73,"[0.42661608134788537, -0.07199588558143358, 0.315]",False
True,485,0.0062069726616616,"[0.6688558658082832, 0.09352071778856232, 0.31498621966739515]",7.267800390164947e-05,0.0057483902878208,0.005748849710452,True,True,,0.001623967569556,"[0.6183134805316721, 0.008288380072767915, 0.315]",True,,0.0004760163458478,True,74,"[0.6689285438121848, 0.09926910807638317, 0.315]",False
True,457,0.0036592293723149,"[0.45206498715640625, -0.04609679362590066, 0.3191539836135723]",0.0032814387319395,0.001832837983708,0.0037586081500997,True,True,,0.0010315249032806,"[0.4139875044578593, -0.13874838126801894, 0.315]",True,,0.0005248337610694,True,75,"[0.45534642588834584, -0.04426395564219261, 0.315]",True
True,447,0.0051351608636606,"[0.6104691661144873, 0.2943415959937135, 0.31498621966739515]",0.0004569471643445,0.0027145461968561,0.0027527371407144,True,True,,0.0025309011778649,"[0.5918994527472486, 0.19420932247037015, 0.315]",True,,0.0022998043085624,True,76,"[0.6109261132788318, 0.29705614219056964, 0.315]",True
True,461,0.0086637302677551,"[0.6221564513771792, -0.03161214386019435, 0.31553238103847076]",0.0011985169860331,0.0078713729767153,0.0079620949193271,True,True,,0.0018924505291456,"[0.5857796925627479, 0.020468782320126083, 0.315]",True,,0.0007661462894833,True,77,"[0.6209579343911461, -0.0394835168369097, 0.315]",False
True,392,0.0036109906232474,"[0.4271761456972228, 0.24256689007874857, 0.3187700758768628]",0.0008829223406818,0.001572005329536,0.001802984363705,True,True,,0.0018991322305281,"[0.47565892634909657, 0.16605412151580096, 0.315]",True,,0.0018823123185164,True,78,"[0.4280590680379046, 0.2441388954082846, 0.315]",True
True,604,0.0115360549353795,"[0.515123007402505, -0.19358192392388407, 0.3168865796621748]",0.0099781178788733,0.0053519588096748,0.0113228220645362,True,True,,0.0014603458344755,"[0.6258807162130566, -0.17135095727739424, 0.315]",True,,0.0003581315081159,True,79,"[0.5051448895236317, -0.1989338827335589, 0.315]",False
True,492,0.0136200567937129,"[0.621920896375268, -0.15266143414908284, 0.31627225153484334]",0.0071408912163705,0.0103001635624836,0.0125333832933471,True,True,,0.0037621723005958,"[0.5709473994030362, -0.19263248126943827, 0.315]",True,,0.0005276840836384,True,80,"[0.6147800051588975, -0.16296159771156646, 0.315]",False
True,482,0.004993080000656,"[0.571974487347155, -0.03850766255697666, 0.3169383402549993]",0.0027750813039343,0.0018145745044218,0.0033156834703486,True,True,,0.0026431925158558,"[0.4802339873316896, -0.11534867081418816, 0.315]",True,,0.0008426799706433,True,81,"[0.5747495686510893, -0.036693088052554834, 0.315]",True
True,469,0.011578694662688,"[0.5925203467255973, 0.15821721610278497, 0.3156423502562761]",0.0101197381080664,0.0079138195349044,0.012846697591478,True,True,,0.0012782729351867,"[0.6492916257155795, 0.14191517957059901, 0.315]",True,,0.0018529052829058,True,82,"[0.5824006086175308, 0.1503033965678805, 0.315]",False
True,532,0.0180354152389254,"[0.48549228719452103, -0.2630061296767965, 0.3180341212125764]",0.0051159400697033,0.0130068729090759,0.0139768231608492,True,True,,0.0045704663193108,"[0.4449242959553005, -0.18215805612950195, 0.315]",True,,0.001056769892641,True,83,"[0.4803763471248177, -0.27601300258587247, 0.315]",False
True,446,0.0042222499280195,"[0.493062108017743, 0.23447309671897884, 0.3177214642764896]",0.0054140708249799,0.001135005759138,0.0055317629171156,True,True,,0.0029057516044735,"[0.5696294716783747, 0.16008146509273397, 0.315]",True,,0.0018154369442331,True,84,"[0.487648037192763, 0.23333809095984082, 0.315]",False
True,422,0.009693772053531,"[0.4439828126022002, -0.016076977964516015, 0.31963350786233]",0.0055214798997587,0.0071707774368873,0.0090502369766107,True,True,,0.0006437963892958,"[0.3632968973632998, -0.01129240180084104, 0.315]",True,,0.0001320096335945,True,85,"[0.44950429250195895, -0.023247755401403357, 0.315]",False
True,511,0.0145818319138972,"[0.6079984165964594, -0.19003955653982632, 0.31514368525024383]",0.0042728716801201,0.0110713237495197,0.0118672508173313,True,True,,0.0041140050993263,"[0.5346386954857352, -0.12985830258723874, 0.315]",True,,0.0004479277468956,True,86,"[0.6037255449163392, -0.20111088028934604, 0.315]",False
False,0,,,,,,False,False,"ArUco goal capture failed closed before PPO: seed=87; reason=insufficient_valid_frames:0/8;failures={'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154593 -0.11042827  0.25925488]|goal_outside_workspace:[-0.60121345 -0.11033801  0.25920865]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154567 -0.11042593  0.25925542]|goal_outside_workspace:[-0.60121319 -0.11033567  0.25920918]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154541 -0.11042361  0.25925594]|goal_outside_workspace:[-0.60121293 -0.11033335  0.25920971]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154515 -0.11042131  0.25925646]|goal_outside_workspace:[-0.60121267 -0.11033105  0.25921023]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.6015449  -0.11041904  0.25925698]|goal_outside_workspace:[-0.60121241 -0.11032878  0.25921074]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154464 -0.11041678  0.25925749]|goal_outside_workspace:[-0.60121216 -0.11032653  0.25921125]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154439 -0.11041456  0.259258  ]|goal_outside_workspace:[-0.60121191 -0.1103243   0.25921176]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799455 -0.10971791  0.27080565]|goal_outside_workspace:[-0.59749281 -0.10955832  0.27106862]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.5979943  -0.10971574  0.27080614]|goal_outside_workspace:[-0.59749255 -0.10955615  0.27106912]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799405 -0.10971359  0.27080663]|goal_outside_workspace:[-0.5974923  -0.10955401  0.27106961]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.5979938  -0.10971147  0.27080712]|goal_outside_workspace:[-0.59749205 -0.10955188  0.27107009]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799355 -0.10970937  0.2708076 ]|goal_outside_workspace:[-0.5974918  -0.10954978  0.27107057]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799331 -0.10970728  0.27080807]|goal_outside_workspace:[-0.59749156 -0.1095477   0.27107104]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799307 -0.10970522  0.27080854]|goal_outside_workspace:[-0.59749132 -0.10954564  0.27107151]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799283 -0.10970318  0.27080901]|goal_outside_workspace:[-0.59749108 -0.1095436   0.27107198]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799259 -0.10970116  0.27080947]|goal_outside_workspace:[-0.59749084 -0.10954159  0.27107244]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799236 -0.10969916  0.27080993]|goal_outside_workspace:[-0.5974906  -0.10953959  0.2710729 ]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799212 -0.10969718  0.27081038]|goal_outside_workspace:[-0.59749037 -0.10953761  0.27107335]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799189 -0.10969523  0.27081083]|goal_outside_workspace:[-0.59749014 -0.10953565  0.2710738 ]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799167 -0.10969329  0.27081127]|goal_outside_workspace:[-0.59748991 -0.10953372  0.27107424]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799144 -0.10969137  0.27081171]|goal_outside_workspace:[-0.59748969 -0.1095318   0.27107468]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799122 -0.10968947  0.27081215]|goal_outside_workspace:[-0.59748947 -0.1095299   0.27107512]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.597991   -0.10968758  0.27081258]|goal_outside_workspace:[-0.59748924 -0.10952802  0.27107555]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799078 -0.10968572  0.270813  ]|goal_outside_workspace:[-0.59748903 -0.10952616  0.27107597]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799057 -0.10968388  0.27081343]|goal_outside_workspace:[-0.59748881 -0.10952432  0.2710764 ]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799035 -0.10968205  0.27081385]|goal_outside_workspace:[-0.5974886  -0.10952249  0.27107681]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799014 -0.10968025  0.27081426]|goal_outside_workspace:[-0.59748838 -0.10952069  0.27107723]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59798993 -0.10967846  0.27081467]|goal_outside_workspace:[-0.59748817 -0.1095189   0.27107764]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59798972 -0.10967669  0.27081508]|goal_outside_workspace:[-0.59748797 -0.10951713  0.27107804]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59798952 -0.10967493  0.27081548]|goal_outside_workspace:[-0.59748776 -0.10951538  0.27107845]': 1}; failures={'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154593 -0.11042827  0.25925488]|goal_outside_workspace:[-0.60121345 -0.11033801  0.25920865]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154567 -0.11042593  0.25925542]|goal_outside_workspace:[-0.60121319 -0.11033567  0.25920918]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154541 -0.11042361  0.25925594]|goal_outside_workspace:[-0.60121293 -0.11033335  0.25920971]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154515 -0.11042131  0.25925646]|goal_outside_workspace:[-0.60121267 -0.11033105  0.25921023]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.6015449  -0.11041904  0.25925698]|goal_outside_workspace:[-0.60121241 -0.11032878  0.25921074]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154464 -0.11041678  0.25925749]|goal_outside_workspace:[-0.60121216 -0.11032653  0.25921125]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.60154439 -0.11041456  0.259258  ]|goal_outside_workspace:[-0.60121191 -0.1103243   0.25921176]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799455 -0.10971791  0.27080565]|goal_outside_workspace:[-0.59749281 -0.10955832  0.27106862]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.5979943  -0.10971574  0.27080614]|goal_outside_workspace:[-0.59749255 -0.10955615  0.27106912]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799405 -0.10971359  0.27080663]|goal_outside_workspace:[-0.5974923  -0.10955401  0.27106961]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.5979938  -0.10971147  0.27080712]|goal_outside_workspace:[-0.59749205 -0.10955188  0.27107009]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799355 -0.10970937  0.2708076 ]|goal_outside_workspace:[-0.5974918  -0.10954978  0.27107057]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799331 -0.10970728  0.27080807]|goal_outside_workspace:[-0.59749156 -0.1095477   0.27107104]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799307 -0.10970522  0.27080854]|goal_outside_workspace:[-0.59749132 -0.10954564  0.27107151]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799283 -0.10970318  0.27080901]|goal_outside_workspace:[-0.59749108 -0.1095436   0.27107198]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799259 -0.10970116  0.27080947]|goal_outside_workspace:[-0.59749084 -0.10954159  0.27107244]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799236 -0.10969916  0.27080993]|goal_outside_workspace:[-0.5974906  -0.10953959  0.2710729 ]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799212 -0.10969718  0.27081038]|goal_outside_workspace:[-0.59749037 -0.10953761  0.27107335]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799189 -0.10969523  0.27081083]|goal_outside_workspace:[-0.59749014 -0.10953565  0.2710738 ]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799167 -0.10969329  0.27081127]|goal_outside_workspace:[-0.59748991 -0.10953372  0.27107424]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799144 -0.10969137  0.27081171]|goal_outside_workspace:[-0.59748969 -0.1095318   0.27107468]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799122 -0.10968947  0.27081215]|goal_outside_workspace:[-0.59748947 -0.1095299   0.27107512]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.597991   -0.10968758  0.27081258]|goal_outside_workspace:[-0.59748924 -0.10952802  0.27107555]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799078 -0.10968572  0.270813  ]|goal_outside_workspace:[-0.59748903 -0.10952616  0.27107597]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799057 -0.10968388  0.27081343]|goal_outside_workspace:[-0.59748881 -0.10952432  0.2710764 ]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799035 -0.10968205  0.27081385]|goal_outside_workspace:[-0.5974886  -0.10952249  0.27107681]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59799014 -0.10968025  0.27081426]|goal_outside_workspace:[-0.59748838 -0.10952069  0.27107723]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59798993 -0.10967846  0.27081467]|goal_outside_workspace:[-0.59748817 -0.1095189   0.27107764]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59798972 -0.10967669  0.27081508]|goal_outside_workspace:[-0.59748797 -0.10951713  0.27107804]': 1, 'no_geometrically_valid_pnp_solution:goal_outside_workspace:[-0.59798952 -0.10967493  0.27081548]|goal_outside_workspace:[-0.59748776 -0.10951538  0.27107845]': 1}",,,False,not_attempted_after_goal_fail_closed,,False,87,,False
True,408,0.0071657433310267,"[0.44484382830538927, 0.17653670332106686, 0.31946870718917814]",0.0064058404409331,0.0021626007517706,0.0067610379207821,True,True,,0.000700142886689,"[0.4118735929369551, 0.0812750218379244, 0.315]",True,,0.0002855093343408,True,88,"[0.45124966874632244, 0.17869930407283746, 0.315]",False
True,449,0.0063775346606353,"[0.4178422884814951, 0.10036289377501639, 0.32045559920791833]",0.0027719291363749,0.0057554075803439,0.0063881380349022,True,True,,1.8525363203069498e-05,"[0.5227331425430098, 0.10797553586319425, 0.315]",True,,0.0012839697004284,True,89,"[0.4150703593451202, 0.09460748619467244, 0.315]",False
True,436,0.0087591613998188,"[0.537292751080343, 0.034178341162178744, 0.3177609504499134]",0.0041123477940948,0.0063199682515323,0.0075401195666894,True,True,,0.0016706422443233,"[0.4616998339529741, 0.07275884301368507, 0.315]",True,,0.000462809029812,True,90,"[0.5414050988744379, 0.027858372910646398, 0.315]",False
True,451,0.0107263317399064,"[0.46013497724544433, 0.06187428052524564, 0.3190077034535918]",0.0052973212669289,0.0092189065034111,0.0106324902879661,True,True,,0.0001784954313688,"[0.43492491730035066, 0.1641003893088278, 0.315]",True,,0.0018773224516109,True,91,"[0.4654322985123733, 0.0526553740218345, 0.315]",False
True,506,0.0198432280610829,"[0.5762852524191171, -0.22033693392152612, 0.314886314259816]",0.006893634716039,0.0168253947290234,0.0181828520146215,True,True,,0.0024868253603279,"[0.5302592888555286, -0.1696592561006547, 0.315]",True,,4.483947454009225e-05,True,92,"[0.569391617703078, -0.23716232865054954, 0.315]",False
False,0,,,,,,False,False,ArUco goal capture failed closed before PPO: seed=93; reason=insufficient_valid_frames:0/8;failures={'marker_not_detected': 30}; failures={'marker_not_detected': 30},,,False,not_attempted_after_goal_fail_closed,,False,93,,False
True,415,0.0076340545359046,"[0.31799887839858226, 0.09268935505852305, 0.3210575635140849]",0.0005659318071061,0.0077827150596533,0.0078032642214683,True,True,,0.0004793698861694,"[0.42190127766536084, 0.11547721791765503, 0.315]",True,,0.0016572510767313,True,94,"[0.3185648102056884, 0.08490663999886974, 0.315]",False
False,0,,,,,,False,False,ArUco goal capture failed closed before PPO: seed=95; reason=insufficient_valid_frames:6/8;failures={'marker_not_detected': 24}; failures={'marker_not_detected': 24},,,False,not_attempted_after_goal_fail_closed,,False,95,,False
True,449,0.0071230550887929,"[0.6584461341657069, 0.09163456375898475, 0.3145626090365977]",0.0039755044981871,0.0040910398968316,0.0057044932686939,True,True,,0.0022082906357987,"[0.5687507066754882, 0.09355584129817535, 0.315]",True,,0.0012593071724903,True,96,"[0.662421638663894, 0.08754352386215315, 0.315]",False
True,479,0.0075433688078021,"[0.4674866941944207, -0.010304871064591652, 0.31889203601833915]",0.0059256682353531,0.0044146380177691,0.007389355375363,True,True,,0.0008301888227347,"[0.5522820217165502, -0.027075502267654455, 0.315]",True,,0.0005044215008999,True,97,"[0.4615610259590675, -0.014719509082360811, 0.315]",False
